매물번호,상태,매물_URL,전체주소,지번주소,보증금,월세,관리비,건물유형,방타입,전용면적_m2,층,총층,위도,경도,대표이미지,수집일시
48535333,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535333,화성시 동탄구 영천동 878-1,화성시 동탄구 영천동 878-1,1000,80,15,원룸,오픈형원룸,46.32,10,15,37.2120117343318,127.102485876591,https://ic.zigbang.com/ic/items/48535333/1.jpg?w=1200,2026-04-02T10:29:19.242217
48535340,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535340,남양주시 다산동 6056,남양주시 다산동 6056,3000,200,22,오피스텔,투룸,72.45,고,15,37.62539,127.153377,https://ic.zigbang.com/ic/items/48535340/1.jpg?w=1200,2026-04-02T10:29:19.313823
48535348,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535348,북구 구포동 1258-4,북구 구포동 1258-4,100,20,10,원룸,오픈형원룸,22.74,3,5,35.1946912188601,129.007467798494,https://ic.zigbang.com/ic/items/48535348/1.jpg?w=1200,2026-04-02T10:29:19.370003
48535357,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535357,관악구 봉천동 1567-4,관악구 봉천동 1567-4,3000,60,19,오피스텔,분리형원룸,19.83,7,8,37.4791821,126.949711,https://ic.zigbang.com/ic/items/48535357/1.jpg?w=1200,2026-04-02T10:29:19.371325
48535360,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535360,서구 둔산동 1310,서구 둔산동 1310,50,65,7.5,오피스텔,오픈형원룸,20,중,18,36.3529969621053,127.382245919744,https://ic.zigbang.com/ic/items/48535360/1.jpg?w=1200,2026-04-02T10:29:19.457974
48535332,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535332,송파구 방이동 43-2,송파구 방이동 43-2,15900,10,7,오피스텔,오픈형원룸,16,저,17,37.5158621,127.111857,https://ic.zigbang.com/ic/items/48535332/1.jpg?w=1200,2026-04-02T10:29:19.519053
48535365,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535365,강북구 번동 463-14,강북구 번동 463-14,100,47,8,원룸,오픈형원룸,21,2,5,37.6397589930944,127.028645924383,https://ic.zigbang.com/ic/items/48535365/1.jpg?w=1200,2026-04-02T10:29:19.535559
48535351,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535351,평택시 신대동 185-14,평택시 신대동 185-14,200,46,9,원룸,분리형원룸,25.01,4,4,37.0017523939451,127.058461425003,https://ic.zigbang.com/ic/items/48535351/1.jpg?w=1200,2026-04-02T10:29:19.543948
48535359,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535359,구리시 수택동 381-20,구리시 수택동 381-20,1000,55,9,오피스텔,오픈형원룸,21.25,고,20,37.5989177558102,127.13883561494,https://ic.zigbang.com/ic/items/48535359/1.jpg?w=1200,2026-04-02T10:29:19.544278
48535358,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535358,광진구 구의동 232-75,광진구 구의동 232-75,5000,65,10,원룸,분리형원룸,14.35,3,6,37.5441235777636,127.087438872172,https://ic.zigbang.com/ic/items/48535358/1.jpg?w=1200,2026-04-02T10:29:19.544415
48535350,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535350,파주시 야당동 1050,파주시 야당동 1050,11970,0,10,오피스텔,오픈형원룸,26.67,저,17,37.7093579269153,126.759286868846,https://ic.zigbang.com/ic/items/48535350/1.jpg?w=1200,2026-04-02T10:29:19.544532
48535364,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535364,은평구 신사동 37-6,은평구 신사동 37-6,1000,55,5,원룸,오픈형원룸,18,1,3,37.5945469418571,126.912650271011,https://ic.zigbang.com/ic/items/48535364/1.jpg?w=1200,2026-04-02T10:29:19.544573
48535383,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535383,관악구 신림동 1432-118,관악구 신림동 1432-118,200,26,8,원룸,오픈형원룸,19.84,2,4,37.4858307709123,126.927992822987,https://ic.zigbang.com/ic/items/48535383/1.jpg?w=1200,2026-04-02T10:29:19.800779
48535375,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535375,구로구 개봉동 108-21,구로구 개봉동 108-21,500,50,5,원룸,오픈형원룸,19.83,3,3,37.5065149258274,126.8458453873,https://ic.zigbang.com/ic/items/48535375/1.jpg?w=1200,2026-04-02T10:29:19.805720
48535339,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535339,청주시 서원구 성화동 611,청주시 서원구 성화동 611,100,22,9,원룸,오픈형원룸,25,1,3,36.6180137412157,127.459727375082,https://ic.zigbang.com/ic/items/48535339/1.jpg?w=1200,2026-04-02T10:29:19.844154
48535390,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535390,창원시 의창구 팔용동 163-1,창원시 의창구 팔용동 163-1,500,37,5,원룸,분리형원룸,33.05,2,4,35.2588442301998,128.609768090706,https://ic.zigbang.com/ic/items/48535390/1.jpg?w=1200,2026-04-02T10:29:19.916180
48535391,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535391,연수구 연수동 518-18,연수구 연수동 518-18,40,29,9,원룸,오픈형원룸,23,3,4,37.4264277244329,126.68376817146,https://ic.zigbang.com/ic/items/48535391/1.jpg?w=1200,2026-04-02T10:29:20.004374
48535385,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535385,,,100,29,3,원룸,분리형원룸,23.5,2,4,37.3009496810065,126.855362290159,https://ic.zigbang.com/ic/items/48535385/1.jpg?w=1200,2026-04-02T10:29:20.004579
48535392,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535392,남구 달동 1280-7,남구 달동 1280-7,300,25,10,원룸,오픈형원룸,33.5,4,4,35.5354604251291,129.334049103396,https://ic.zigbang.com/ic/items/48535392/1.jpg?w=1200,2026-04-02T10:29:20.019992
48535393,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535393,,,100,10,9.9,원룸,분리형원룸,26.45,1,3,35.859461132736854,128.5261344595125,https://ic.zigbang.com/ic/items/48535393/1.jpg?w=1200,2026-04-02T10:29:26.059467
48535396,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535396,안성시 원곡면 외가천리 270-1,안성시 원곡면 외가천리 270-1,200,31,9,원룸,오픈형원룸,15.91,4,4,37.0393528716164,127.128656181835,https://ic.zigbang.com/ic/items/48535396/1.jpg?w=1200,2026-04-02T10:29:26.060799
48535394,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535394,아산시 둔포면 신양리 249-18,아산시 둔포면 신양리 249-18,200,25,7,원룸,분리형원룸,23.14,3,4,36.8906926431286,127.055822972355,https://ic.zigbang.com/ic/items/48535394/1.jpg?w=1200,2026-04-02T10:29:26.060884
48535399,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535399,하남시 망월동 1121,하남시 망월동 1121,1000,70,13,오피스텔,복층형원룸,19.41,중,17,37.5608483,127.192736,https://ic.zigbang.com/ic/items/48535399/1.jpg?w=1200,2026-04-02T10:29:26.082126
48535400,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535400,,,200,29,3,원룸,분리형원룸,26.45,1,4,37.3028054230503,126.853069590673,https://ic.zigbang.com/ic/items/48535400/1.jpg?w=1200,2026-04-02T10:29:26.087411
48535461,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535461,서구 치평동 1203-1,서구 치평동 1203-1,1000,40,7.5,오피스텔,오픈형원룸,29.95,중,30,35.1575142,126.850987,https://ic.zigbang.com/ic/items/48535461/1.jpg?w=1200,2026-04-02T10:29:26.091773
48535416,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535416,,,1000,60,10,원룸,오픈형원룸,20,4,4,37.5901526000772,127.022118563991,https://ic.zigbang.com/ic/items/48535416/1.jpg?w=1200,2026-04-02T10:29:26.094725
48535429,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535429,강서구 화곡동 987-1,강서구 화곡동 987-1,1000,65,9,오피스텔,복층형원룸,15.43,3,18,37.5510302258879,126.848490797603,https://ic.zigbang.com/ic/items/48535429/1.jpg?w=1200,2026-04-02T10:29:26.099164
48535439,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535439,강북구 수유동 168-44,강북구 수유동 168-44,1000,55,7,원룸,오픈형원룸,23,4,6,37.6428132825932,127.029927678939,https://ic.zigbang.com/ic/items/48535439/1.jpg?w=1200,2026-04-02T10:29:26.113504
48535446,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535446,창원시 성산구 중앙동 77-11,창원시 성산구 중앙동 77-11,300,35,7,원룸,분리형원룸,33.06,2,6,35.22728316317537,128.67849920537273,https://ic.zigbang.com/ic/items/48535446/1.jpg?w=1200,2026-04-02T10:29:26.130389
48535426,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535426,서구 탄방동 58-10,서구 탄방동 58-10,100,30,1.8,원룸,분리형원룸,26.45,2,4,36.3423165738996,127.391438922613,https://ic.zigbang.com/ic/items/48535426/1.jpg?w=1200,2026-04-02T10:29:26.131262
48535434,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535434,구로구 가리봉동 136-60,구로구 가리봉동 136-60,300,57,7,원룸,분리형원룸,26.45,3,4,37.4797121578126,126.893070472286,https://ic.zigbang.com/ic/items/48535434/1.jpg?w=1200,2026-04-02T10:29:26.131406
48535411,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535411,성북구 안암동5가 160-21,성북구 안암동5가 160-21,3000,60,10,원룸,분리형원룸,24,2,4,37.5900870338798,127.028694924719,https://ic.zigbang.com/ic/items/48535411/1.jpg?w=1200,2026-04-02T10:29:26.131457
48535444,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535444,서구 불로동 765-1,서구 불로동 765-1,2000,30,10,원룸,분리형원룸,40.02,3,4,37.6154569931678,126.682413928034,https://ic.zigbang.com/ic/items/48535444/1.jpg?w=1200,2026-04-02T10:29:26.131511
48535414,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535414,서구 둔산동 1310,서구 둔산동 1310,100,55,7.5,오피스텔,오픈형원룸,20,2,18,36.3529969621053,127.382245919744,https://ic.zigbang.com/ic/items/48535414/1.jpg?w=1200,2026-04-02T10:29:26.131563
48535459,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535459,부산진구 양정동 388-8,부산진구 양정동 388-8,2500,47,15,오피스텔,분리형원룸,29.74,9,20,35.1734690997438,129.068559927535,https://ic.zigbang.com/ic/items/48535459/1.jpg?w=1200,2026-04-02T10:29:26.131617
48535421,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535421,평택시 평택동 89-31,평택시 평택동 89-31,200,31,9,원룸,분리형원룸,21.93,2,4,36.9911957364981,127.082221077529,https://ic.zigbang.com/ic/items/48535421/1.jpg?w=1200,2026-04-02T10:29:26.131664
48535456,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535456,미추홀구 주안동 206-22,미추홀구 주안동 206-22,50,35,10,원룸,오픈형원룸,29.7,5,6,37.4603746291932,126.679239274872,https://ic.zigbang.com/ic/items/48535456/1.jpg?w=1200,2026-04-02T10:29:26.131706
48535455,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535455,음성군 맹동면 두성리 1340,음성군 맹동면 두성리 1340,300,45,6,원룸,오픈형원룸,36.54,10,10,36.9086643553621,127.549176878564,https://ic.zigbang.com/ic/items/48535455/1.jpg?w=1200,2026-04-02T10:29:26.131748
48535420,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535420,용산구 한남동 76-6,용산구 한남동 76-6,5000,300,30,오피스텔,분리형원룸,50.04,중,12,37.5336872,127.006811,https://ic.zigbang.com/ic/items/48535420/1.jpg?w=1200,2026-04-02T10:29:26.131789
48535435,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535435,마포구 염리동 81-90,마포구 염리동 81-90,1000,55,3,원룸,분리형원룸,24,반지하,3,37.5485654809367,126.944733252764,https://ic.zigbang.com/ic/items/48535435/1.jpg?w=1200,2026-04-02T10:29:26.131831
48535433,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535433,중구 용두동 122-2,중구 용두동 122-2,400,45,1.5,원룸,분리형원룸,34.8,2,4,36.3304392890641,127.404950552787,https://ic.zigbang.com/ic/items/48535433/1.jpg?w=1200,2026-04-02T10:29:26.131871
48535451,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535451,천안시 서북구 두정동 1643-1,천안시 서북구 두정동 1643-1,200,18,10,원룸,오픈형원룸,30,3,3,36.8361398908298,127.14791965981,https://ic.zigbang.com/ic/items/48535451/1.jpg?w=1200,2026-04-02T10:29:26.131913
48535413,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535413,송파구 거여동 603-1,송파구 거여동 603-1,1000,90,12,오피스텔,복층형원룸,18.58,중,15,37.4868116,127.143067,https://ic.zigbang.com/ic/items/48535413/1.jpg?w=1200,2026-04-02T10:29:26.131956
48535443,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535443,부천시 소사구 송내동 687-3,부천시 소사구 송내동 687-3,500,35,5,원룸,오픈형원룸,18.1,2,6,37.4865360654107,126.743938120955,https://ic.zigbang.com/ic/items/48535443/1.jpg?w=1200,2026-04-02T10:29:26.131995
48535427,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535427,동구 좌천동 531-4,동구 좌천동 531-4,500,32,10,오피스텔,오픈형원룸,19.9,중,7,35.1341971560526,129.053292648867,https://ic.zigbang.com/ic/items/48535427/1.jpg?w=1200,2026-04-02T10:29:26.132073
48535436,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535436,서구 둔산동 1313,서구 둔산동 1313,300,35,9,오피스텔,오픈형원룸,19.84,9,14,36.352324326333765,127.38224563933844,https://ic.zigbang.com/ic/items/48535436/1.jpg?w=1200,2026-04-02T10:29:26.132119
48535534,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535534,강북구 미아동 80-49,강북구 미아동 80-49,1000,44,6,원룸,오픈형원룸,19.83,1,3,37.6144360635787,127.033046203841,https://ic.zigbang.com/ic/items/48535534/1.jpg?w=1200,2026-04-02T10:29:26.640369
48535462,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535462,송파구 문정동 639-5,송파구 문정동 639-5,14800,35,18,오피스텔,오픈형원룸,21.15,14,18,37.4850272,127.114514,https://ic.zigbang.com/ic/items/48535462/1.jpg?w=1200,2026-04-02T10:29:26.651180
48535464,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535464,마포구 성산동 593-5,마포구 성산동 593-5,1000,80,7,오피스텔,복층형원룸,16.52,6,13,37.5649909973145,126.904563903809,https://ic.zigbang.com/ic/items/48535464/1.jpg?w=1200,2026-04-02T10:29:27.315679
48535463,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535463,성북구 상월곡동 55-102,성북구 상월곡동 55-102,3000,40,8,원룸,오픈형원룸,18.5,2,4,37.6056777723767,127.045617316862,https://ic.zigbang.com/ic/items/48535463/1.jpg?w=1200,2026-04-02T10:29:27.323133
48535477,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535477,광진구 화양동 94-6,광진구 화양동 94-6,1000,70,10,원룸,오픈형원룸,19.83,8,8,37.54592751399219,127.07290605320904,https://ic.zigbang.com/ic/items/48535477/1.jpg?w=1200,2026-04-02T10:29:27.323239
48535481,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535481,유성구 봉명동 540-18,유성구 봉명동 540-18,500,35,8,오피스텔,오픈형원룸,23.14,고,13,36.3549919128418,127.349716186523,https://ic.zigbang.com/ic/items/48535481/1.jpg?w=1200,2026-04-02T10:29:27.323368
48535471,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535471,마포구 당인동 14-29,마포구 당인동 14-29,500,50,1,원룸,분리형원룸,20,반지하,2,37.5467881126358,126.920344345078,https://ic.zigbang.com/ic/items/48535471/1.jpg?w=1200,2026-04-02T10:29:27.323440
48535466,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535466,마포구 신공덕동 14-5,마포구 신공덕동 14-5,100,100,13,오피스텔,오픈형원룸,29.75,8,18,37.54531097412109,126.95531463623048,https://ic.zigbang.com/ic/items/48535466/1.jpg?w=1200,2026-04-02T10:29:27.323480
48535519,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535519,강남구 역삼동 823-26,강남구 역삼동 823-26,12000,43,15,오피스텔,오픈형원룸,27.3,저,13,37.498653411865234,127.03292846679688,https://ic.zigbang.com/ic/items/48535519/1.jpg?w=1200,2026-04-02T10:29:27.391291
48535489,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535489,유성구 궁동 461-2,유성구 궁동 461-2,3000,70,4.5,원룸,분리형원룸,29.98,2,5,36.3611185456002,127.341503748444,https://ic.zigbang.com/ic/items/48535489/1.jpg?w=1200,2026-04-02T10:29:27.393895
48535486,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535486,안산시 단원구 신길동 1426-9,안산시 단원구 신길동 1426-9,70,26,4,원룸,분리형원룸,26.45,3,3,37.3357321025337,126.761408002486,https://ic.zigbang.com/ic/items/48535486/1.jpg?w=1200,2026-04-02T10:29:27.456984
48535532,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535532,강남구 역삼동 836-2,강남구 역삼동 836-2,1000,90,15,원룸,오픈형원룸,23,6,6,37.4916615917056,127.032985931492,https://ic.zigbang.com/ic/items/48535532/1.jpg?w=1200,2026-04-02T10:29:27.461098
48535490,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535490,서구 청라동 96-21,서구 청라동 96-21,1000,60,9,오피스텔,오픈형원룸,29.98,중,23,37.5319493,126.631239,https://ic.zigbang.com/ic/items/48535490/1.jpg?w=1200,2026-04-02T10:29:27.462212
48535508,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535508,수원시 팔달구 인계동 990-4,수원시 팔달구 인계동 990-4,1000,46,10,원룸,분리형원룸,17.5,3,5,37.2669175287356,127.023914885681,https://ic.zigbang.com/ic/items/48535508/1.jpg?w=1200,2026-04-02T10:29:27.462328
48535491,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535491,강북구 수유동 178-10,강북구 수유동 178-10,2000,28,7,원룸,오픈형원룸,22,5,5,37.6421465684907,127.024817820343,https://ic.zigbang.com/ic/items/48535491/1.jpg?w=1200,2026-04-02T10:29:27.462423
48535512,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535512,동구 용전동 60-22,동구 용전동 60-22,500,55,5,원룸,분리형원룸,35,4,5,36.3537078624264,127.43587916917,https://ic.zigbang.com/ic/items/48535512/1.jpg?w=1200,2026-04-02T10:29:27.570888
48535499,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535499,,,300,35,9.9,원룸,분리형원룸,47.72,2,4,35.85302999999999,128.5349120000002,https://ic.zigbang.com/ic/items/48535499/1.jpg?w=1200,2026-04-02T10:29:27.573454
48535533,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535533,수원시 권선구 세류동 187-2,수원시 권선구 세류동 187-2,300,37,3,원룸,오픈형원룸,20.5,3,4,37.262779215313,127.004357843734,https://ic.zigbang.com/ic/items/48535533/1.jpg?w=1200,2026-04-02T10:29:27.575918
48535485,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535485,순천시 해룡면 신대리 신대리 2049-1,순천시 해룡면 신대리 신대리 2049-1,200,38,0,원룸,오픈형원룸,20.86,2,4,34.9274290077484,127.548084169079,https://ic.zigbang.com/ic/items/48535485/1.jpg?w=1200,2026-04-02T10:29:27.578682
48535496,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535496,동구 검사동 960-57,동구 검사동 960-57,200,20,10,원룸,분리형원룸,19.36,4,4,35.8845903362239,128.655218263976,https://ic.zigbang.com/ic/items/48535496/1.jpg?w=1200,2026-04-02T10:29:27.578756
48535521,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535521,강남구 역삼동 837-18,강남구 역삼동 837-18,1000,105,12,오피스텔,오픈형원룸,29.88,고,12,37.49137496948242,127.03252410888672,https://ic.zigbang.com/ic/items/48535521/1.jpg?w=1200,2026-04-02T10:29:27.583061
48535478,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535478,하남시 망월동 834,하남시 망월동 834,1000,60,8,원룸,오픈형원룸,23.9,4,10,37.5770582847806,127.191446862047,https://ic.zigbang.com/ic/items/48535478/1.jpg?w=1200,2026-04-02T10:29:27.587406
48535505,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535505,광산구 소촌동 594-17,광산구 소촌동 594-17,200,26,9,원룸,분리형원룸,19.52,3,5,35.1452348740576,126.791116421082,https://ic.zigbang.com/ic/items/48535505/1.jpg?w=1200,2026-04-02T10:29:27.588495
48535517,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535517,하남시 신장동 523-1,하남시 신장동 523-1,200,35,8,원룸,복층형원룸,13.23,14,15,37.5411212631638,127.215990171025,https://ic.zigbang.com/ic/items/48535517/1.jpg?w=1200,2026-04-02T10:29:27.646750
48535536,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535536,청주시 서원구 분평동 305-9,청주시 서원구 분평동 305-9,1000,50,15,원룸,분리형원룸,27.51,3,4,36.6110049612303,127.481684579331,https://ic.zigbang.com/ic/items/48535536/1.jpg?w=1200,2026-04-02T10:29:28.416198
48535540,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535540,수성구 범어동 20-6,수성구 범어동 20-6,4000,0,10,원룸,분리형원룸,28,4,4,35.8643549962139,128.625207749946,https://ic.zigbang.com/ic/items/48535540/1.jpg?w=1200,2026-04-02T10:29:28.419845
48535544,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535544,마포구 상수동 334-5,마포구 상수동 334-5,1000,50,0,원룸,오픈형원룸,17,4,5,37.5463302880892,126.921650580239,https://ic.zigbang.com/ic/items/48535544/1.jpg?w=1200,2026-04-02T10:29:28.604620
48535591,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535591,미추홀구 도화동 641-104,미추홀구 도화동 641-104,50,30,10,원룸,오픈형원룸,16,4,5,37.4649995994819,126.66116229288,https://ic.zigbang.com/ic/items/48535591/1.jpg?w=1200,2026-04-02T10:29:28.639754
48535612,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535612,서구 불로동 767-4,서구 불로동 767-4,200,23,10,원룸,분리형원룸,23.14,2,3,37.6146041161175,126.682311768121,https://ic.zigbang.com/ic/items/48535612/1.jpg?w=1200,2026-04-02T10:29:28.774511
48535522,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535522,남양주시 호평동 188-21,남양주시 호평동 188-21,500,47,9,원룸,오픈형원룸,21,3,4,37.6564478915548,127.246598689105,https://ic.zigbang.com/ic/items/48535522/1.jpg?w=1200,2026-04-02T10:29:28.838450
48535546,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535546,,,200,32,0,원룸,분리형원룸,26.45,1,3,34.8115724156551,126.390018640103,https://ic.zigbang.com/ic/items/48535546/1.jpg?w=1200,2026-04-02T10:29:28.971769
48535625,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535625,서구 치평동 1203-1,서구 치평동 1203-1,2000,35,7.5,오피스텔,오픈형원룸,29.94,중,30,35.1575142,126.850987,https://ic.zigbang.com/ic/items/48535625/1.jpg?w=1200,2026-04-02T10:29:28.976263
48535553,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535553,동대문구 회기동 57-3,동대문구 회기동 57-3,1000,75,9,원룸,오픈형원룸,21.49,5,6,37.5910374959703,127.054889841125,https://ic.zigbang.com/ic/items/48535553/1.jpg?w=1200,2026-04-02T10:29:29.015357
48535556,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535556,중구 대흥동 508-54,중구 대흥동 508-54,200,30,2.5,원룸,분리형원룸,31.5,3,4,36.323784976577,127.42222310666,https://ic.zigbang.com/ic/items/48535556/1.jpg?w=1200,2026-04-02T10:29:29.083579
48535560,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535560,하남시 풍산동 598,하남시 풍산동 598,500,60,8,원룸,복층형원룸,22.6,5,10,37.5496736855952,127.191849938882,https://ic.zigbang.com/ic/items/48535560/1.jpg?w=1200,2026-04-02T10:29:29.092120
48535559,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535559,고양시 일산동구 백석동 1309,고양시 일산동구 백석동 1309,60,60,10,오피스텔,오픈형원룸,18,7,15,37.6418571472168,126.78727722167967,https://ic.zigbang.com/ic/items/48535559/1.jpg?w=1200,2026-04-02T10:29:29.094894
48535561,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535561,마포구 마포동 451,마포구 마포동 451,5000,450,0,오피스텔,투룸,69.62,8,20,37.5386824487807,126.945573090875,https://ic.zigbang.com/ic/items/48535561/1.jpg?w=1200,2026-04-02T10:29:29.095030
48535569,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535569,연제구 연산동 1244-4,연제구 연산동 1244-4,500,60,7,오피스텔,분리형원룸,28.18,11,20,35.185641657691534,129.07970086844213,https://ic.zigbang.com/ic/items/48535569/1.jpg?w=1200,2026-04-02T10:29:29.182160
48535564,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535564,서구 청라동 160-1,서구 청라동 160-1,22000,0,18,오피스텔,투룸,59.99,6,42,37.5345557,126.650576,https://ic.zigbang.com/ic/items/48535564/1.jpg?w=1200,2026-04-02T10:29:29.188297
48535567,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535567,남동구 구월동 1143-10,남동구 구월동 1143-10,30,22,10,원룸,오픈형원룸,13,6,9,37.4512903596961,126.705249557121,https://ic.zigbang.com/ic/items/48535567/1.jpg?w=1200,2026-04-02T10:29:29.236403
48535584,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535584,하남시 풍산동 595-2,하남시 풍산동 595-2,500,60,8,원룸,복층형원룸,22.15,10,10,37.5489044603558,127.190597399672,https://ic.zigbang.com/ic/items/48535584/1.jpg?w=1200,2026-04-02T10:29:29.254225
48535579,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535579,은평구 신사동 29-59,은평구 신사동 29-59,3000,35,0,원룸,오픈형원룸,19,3,5,37.5971229331221,126.911397695955,https://ic.zigbang.com/ic/items/48535579/1.jpg?w=1200,2026-04-02T10:29:29.257085
48535572,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535572,서구 치평동 1230,서구 치평동 1230,500,48,10,오피스텔,오픈형원룸,25.31,중,20,35.15365055597191,126.8520587167659,https://ic.zigbang.com/ic/items/48535572/1.jpg?w=1200,2026-04-02T10:29:29.401932
48535586,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535586,북구 덕천동 333-29,북구 덕천동 333-29,200,20,10,원룸,분리형원룸,14.61,5,5,35.2123159032104,129.005117085718,https://ic.zigbang.com/ic/items/48535586/1.jpg?w=1200,2026-04-02T10:29:29.458695
48535614,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535614,송파구 방이동 48-2,송파구 방이동 48-2,9300,52,10,오피스텔,오픈형원룸,18.36,고,16,37.516075960949465,127.11348487004544,https://ic.zigbang.com/ic/items/48535614/1.jpg?w=1200,2026-04-02T10:29:29.460756
48535585,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535585,관악구 신림동 1432-118,관악구 신림동 1432-118,100,27,8,원룸,오픈형원룸,19.84,2,4,37.4858307709123,126.927992822987,https://ic.zigbang.com/ic/items/48535585/1.jpg?w=1200,2026-04-02T10:29:29.466555
48535594,ACTIVE,https://www.zigbang.com/home/oneroom/items/48535594,영등포구 당산동 121-111,영등포구 당산동 121-111,3000,44,10,오피스텔,오픈형원룸,16.83,고,10,37.52779659522286,126.9076484459594,https://ic.zigbang.com/ic/items/48535594/1.jpg?w=1200,2026-04-02T10:29:29.658972
